name,peak_ws_mb,secs,verdict
Modelica.Electrical.Analog.Sources.StepCurrent,1255,6.6,ok
Modelica.Electrical.Analog.Sources.StepVoltage,1234,6.6,ok
Modelica.Electrical.Analog.Sources.SupplyVoltage,1264,6.6,ok
Modelica.Electrical.Analog.Sources.TableCurrent,1211,6.6,ok
Modelica.Electrical.Analog.Sources.TableVoltage,1283,6.6,ok
Modelica.Electrical.Analog.Sources.TrapezoidCurrent,1269,6.6,ok
Modelica.Electrical.Analog.Sources.TrapezoidVoltage,1191,6.6,ok
Modelica.Electrical.Analog.UsersGuide.Contact,1272,6.6,ok
Modelica.Electrical.Analog.UsersGuide.References,1263,6.6,ok
Modelica.Electrical.Analog.UsersGuide.ReleaseNotes,1233,6.6,ok
Modelica.Electrical.Batteries.BaseClasses.BaseCellStack,1189,6.8,ok
Modelica.Electrical.Batteries.BaseClasses.BaseCellWithSensors,1196,8.8,ok
Modelica.Electrical.Batteries.BaseClasses.BaseStackWithSensors,1204,6.5,ok
Modelica.Electrical.Batteries.BatteryStacks.CellRCStack,1200,8.8,ok
Modelica.Electrical.Batteries.BatteryStacks.CellStack,1206,6.8,ok
Modelica.Electrical.Batteries.BatteryStacks.SuperCap,1274,6.5,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Cell,1198,8.8,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.CellRC,1224,8.8,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.Stack,1203,6.5,ok
Modelica.Electrical.Batteries.BatteryStacksWithSensors.StackRC,1211,8.8,ok
Modelica.Electrical.Batteries.Examples.BatteryDischargeCharge,1354,11,ok
Modelica.Electrical.Batteries.Examples.CCCV_Cell,1224,8.8,ok
Modelica.Electrical.Batteries.Examples.CCCV_CellRC,1199,6.8,ok
Modelica.Electrical.Batteries.Examples.CCCV_Stack,1747,15.9,ok
Modelica.Electrical.Batteries.Examples.CCCV_StackRC,1936,17.8,ok
Modelica.Electrical.Batteries.Examples.CCCVcharging,1226,6.5,ok
Modelica.Electrical.Batteries.Examples.ShowImpedance,1246,6.5,ok
Modelica.Electrical.Batteries.Examples.SuperCapDischargeCharge,1257,6.5,ok
Modelica.Electrical.Batteries.Icons.BatteryIcon,1256,6.5,ok
Modelica.Electrical.Batteries.Icons.TransientModel,1248,6.5,ok
Modelica.Electrical.Batteries.UsersGuide.Concept,1275,6.5,ok
Modelica.Electrical.Batteries.UsersGuide.Contact,1246,6.5,ok
Modelica.Electrical.Batteries.UsersGuide.Parameterization,1181,6.6,ok
Modelica.Electrical.Batteries.UsersGuide.References,1251,6.6,ok
Modelica.Electrical.Batteries.UsersGuide.ReleaseNotes,1260,6.5,ok
Modelica.Electrical.Batteries.Utilities.BusTranscription,1251,6.6,ok
Modelica.Electrical.Batteries.Utilities.CCCVcharger,1255,6.5,ok
Modelica.Electrical.Batteries.Utilities.Impedance,1271,6.6,ok
Modelica.Electrical.Batteries.Utilities.PulseSeries,1269,6.5,ok
Modelica.Electrical.Digital.Basic.And,1196,6.5,ok
Modelica.Electrical.Digital.Basic.Nand,1181,6.5,ok
Modelica.Electrical.Digital.Basic.Nor,1185,6.5,ok
Modelica.Electrical.Digital.Basic.Not,1196,6.5,ok
Modelica.Electrical.Digital.Basic.Or,1195,6.5,ok
Modelica.Electrical.Digital.Basic.Xnor,1200,6.5,ok
Modelica.Electrical.Digital.Basic.Xor,1174,6.5,ok
Modelica.Electrical.Digital.Converters.BooleanToLogic,1254,6.5,ok
Modelica.Electrical.Digital.Converters.LogicToBoolean,1247,6.5,ok
Modelica.Electrical.Digital.Converters.LogicToReal,1258,6.5,ok
Modelica.Electrical.Digital.Converters.LogicToUX01,1273,6.5,ok
Modelica.Electrical.Digital.Converters.LogicToX01,1246,6.6,ok
Modelica.Electrical.Digital.Converters.LogicToX01Z,1182,6.5,ok
Modelica.Electrical.Digital.Converters.RealToLogic,1263,6.5,ok
Modelica.Electrical.Digital.Delay.DelayParams,1244,6.5,ok
Modelica.Electrical.Digital.Delay.InertialDelay,1262,6.5,ok
Modelica.Electrical.Digital.Delay.InertialDelaySensitive,1182,8.7,ok
Modelica.Electrical.Digital.Delay.InertialDelaySensitiveVector,1174,8.7,ok
Modelica.Electrical.Digital.Delay.TransportDelay,1262,6.6,ok
Modelica.Electrical.Digital.Examples.Adder4,1552,13.3,ok
Modelica.Electrical.Digital.Examples.BUF3S,1283,8.7,ok
Modelica.Electrical.Digital.Examples.Counter,1293,11,ok
Modelica.Electrical.Digital.Examples.Counter3,1319,8.8,ok
Modelica.Electrical.Digital.Examples.DFFREG,1282,11,ok
Modelica.Electrical.Digital.Examples.DFFREGL,1277,11,ok
Modelica.Electrical.Digital.Examples.DFFREGSRH,1460,11,ok
Modelica.Electrical.Digital.Examples.DFFREGSRL,1468,11,ok
Modelica.Electrical.Digital.Examples.DLATREG,1294,10.9,ok
Modelica.Electrical.Digital.Examples.DLATREGL,1279,9,ok
Modelica.Electrical.Digital.Examples.DLATREGSRH,1426,11,ok
Modelica.Electrical.Digital.Examples.DLATREGSRL,1441,11.1,ok
Modelica.Electrical.Digital.Examples.FlipFlop,1196,8.7,ok
Modelica.Electrical.Digital.Examples.FullAdder,1307,11,ok
Modelica.Electrical.Digital.Examples.HalfAdder,1285,8.8,ok
Modelica.Electrical.Digital.Examples.INV3S,1287,8.8,ok
Modelica.Electrical.Digital.Examples.MUX2x1,1284,8.8,ok
Modelica.Electrical.Digital.Examples.Multiplexer,1284,8.7,ok
Modelica.Electrical.Digital.Examples.NRXFER,1273,8.7,ok
Modelica.Electrical.Digital.Examples.NXFER,1267,8.7,ok
Modelica.Electrical.Digital.Examples.RAM,1285,8.7,ok
Modelica.Electrical.Digital.Examples.Utilities.Adder,1324,8.8,ok
Modelica.Electrical.Digital.Examples.Utilities.Counter,1331,8.8,ok
Modelica.Electrical.Digital.Examples.Utilities.Counter3,1227,8.8,ok
Modelica.Electrical.Digital.Examples.Utilities.DFF,1216,6.5,ok
Modelica.Electrical.Digital.Examples.Utilities.FullAdder,1268,8.8,ok
Modelica.Electrical.Digital.Examples.Utilities.HalfAdder,1190,8.7,ok
Modelica.Electrical.Digital.Examples.Utilities.JKFF,1186,6.5,ok
Modelica.Electrical.Digital.Examples.Utilities.MUX4,1174,6.7,ok
Modelica.Electrical.Digital.Examples.Utilities.RS,1175,6.7,ok
Modelica.Electrical.Digital.Examples.Utilities.RSFF,1190,6.8,ok
Modelica.Electrical.Digital.Examples.VectorDelay,1286,8.8,ok
Modelica.Electrical.Digital.Examples.WiredX,1320,11,ok
Modelica.Electrical.Digital.Gates.AndGate,1194,8.8,ok
Modelica.Electrical.Digital.Gates.BufGate,1179,8.8,ok
Modelica.Electrical.Digital.Gates.InvGate,1258,8.7,ok
Modelica.Electrical.Digital.Gates.NandGate,1182,8.7,ok
Modelica.Electrical.Digital.Gates.NorGate,1183,8.8,ok
Modelica.Electrical.Digital.Gates.OrGate,1197,8.8,ok
Modelica.Electrical.Digital.Gates.XnorGate,1176,8.8,ok
Modelica.Electrical.Digital.Gates.XorGate,1174,8.8,ok
Modelica.Electrical.Digital.Interfaces.MIMO,1254,6.5,ok
Modelica.Electrical.Digital.Interfaces.MISO,1249,6.5,ok
Modelica.Electrical.Digital.Interfaces.MemoryBase,1168,8.8,ok
Modelica.Electrical.Digital.Interfaces.SISO,1266,6.5,ok
Modelica.Electrical.Digital.Memories.DLATRAM,1265,8.8,ok
Modelica.Electrical.Digital.Memories.DLATROM,1280,8.7,ok
Modelica.Electrical.Digital.Multiplexers.MUX2x1,1172,8.8,ok
Modelica.Electrical.Digital.Registers.DFFR,1187,6.5,ok
Modelica.Electrical.Digital.Registers.DFFREG,1169,8.8,ok
Modelica.Electrical.Digital.Registers.DFFREGL,1187,8.8,ok
Modelica.Electrical.Digital.Registers.DFFREGSRH,1268,8.8,ok
Modelica.Electrical.Digital.Registers.DFFREGSRL,1201,8.8,ok
Modelica.Electrical.Digital.Registers.DFFSR,1181,8.7,ok
Modelica.Electrical.Digital.Registers.DLATR,1187,6.5,ok
Modelica.Electrical.Digital.Registers.DLATREG,1176,8.8,ok
Modelica.Electrical.Digital.Registers.DLATREGL,1175,8.8,ok
Modelica.Electrical.Digital.Registers.DLATREGSRH,1218,8.8,ok
Modelica.Electrical.Digital.Registers.DLATREGSRL,1268,8.8,ok
Modelica.Electrical.Digital.Registers.DLATSR,1182,6.7,ok
Modelica.Electrical.Digital.Sources.DigitalClock,1253,6.5,ok
Modelica.Electrical.Digital.Sources.Pulse,1258,6.5,ok
Modelica.Electrical.Digital.Sources.Set,1262,6.5,ok
Modelica.Electrical.Digital.Sources.Step,1251,6.6,ok
Modelica.Electrical.Digital.Sources.Table,1186,6.5,ok
Modelica.Electrical.Digital.Tristates.BUF3S,1166,8.8,ok
Modelica.Electrical.Digital.Tristates.BUF3SL,1176,8.8,ok
Modelica.Electrical.Digital.Tristates.INV3S,1192,8.8,ok
Modelica.Electrical.Digital.Tristates.INV3SL,1187,8.8,ok
Modelica.Electrical.Digital.Tristates.NRXFERGATE,1170,8.8,ok
Modelica.Electrical.Digital.Tristates.NXFERGATE,1164,8.8,ok
Modelica.Electrical.Digital.Tristates.PRXFERGATE,1176,8.8,ok
Modelica.Electrical.Digital.Tristates.PXFERGATE,1175,8.8,ok
Modelica.Electrical.Digital.Tristates.WiredX,1188,6.6,ok
Modelica.Electrical.Digital.UsersGuide.Contact,1254,6.6,ok
Modelica.Electrical.Digital.UsersGuide.Literature,1253,6.5,ok
Modelica.Electrical.Digital.UsersGuide.ReleaseNotes,1264,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapDC,1254,6.6,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapR,1276,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.AirGapS,1269,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.CompoundDCExcitation,1263,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.DamperCage,1256,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.ElectricalExcitation,1272,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.IdealCore,1250,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.Inductor,1252,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.InductorDC,1252,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGap,1264,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialAirGapDC,1267,6.6,ok
Modelica.Electrical.Machines.BasicMachines.Components.PartialCore,1307,6.6,ok
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnet,1254,6.6,ok
Modelica.Electrical.Machines.BasicMachines.Components.PermanentMagnetWithLosses,1251,6.5,ok
Modelica.Electrical.Machines.BasicMachines.Components.SquirrelCage,1255,6.5,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_ElectricalExcited,1310,8.8,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_PermanentMagnet,1229,8.8,ok
Modelica.Electrical.Machines.BasicMachines.DCMachines.DC_SeriesExcited,1296,8.8,ok
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SlipRing,1372,20,ok
Modelica.Electrical.Machines.BasicMachines.InductionMachines.IM_SquirrelCage,1321,13.2,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_ElectricalExcited,1313,8.8,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_PermanentMagnet,1231,8.8,ok
Modelica.Electrical.Machines.BasicMachines.QuasiStaticDCMachines.DC_SeriesExcited,1290,8.8,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ElectricalExcited,1349,11,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_PermanentMagnet,1314,11,ok
Modelica.Electrical.Machines.BasicMachines.SynchronousMachines.SM_ReluctanceRotor,1224,11.1,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd00,1338,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd02,1358,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd04,1331,15.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd06,1338,15.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd08,1355,15.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dd.Dd10,1322,15.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy01,1331,15.4,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy03,1327,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy05,1354,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy07,1327,15.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy09,1335,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dy.Dy11,1318,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz00,1334,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz02,1357,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz04,1331,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz06,1353,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz08,1349,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Dz.Dz10,1344,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd01,1330,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd03,1371,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd05,1332,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd07,1332,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd09,1336,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yd.Yd11,1327,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy00,1315,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy02,1323,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy04,1330,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy06,1321,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy08,1349,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yy.Yy10,1339,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz01,1333,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz03,1338,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz05,1330,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz07,1329,15.5,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz09,1351,15.6,ok
Modelica.Electrical.Machines.BasicMachines.Transformers.Yz.Yz11,1331,15.5,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.CurrentControlledDCPM,1411,15.5,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.PositionControlledDCPM,1454,22.2,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.SpeedControlledDCPM,1433,17.8,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,1238,6.5,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,1267,6.5,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.LimitedPI,1271,6.5,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.PartialControlledDCPM,1391,15.6,ok
Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.SwitchingDcDc,1322,8.8,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCEE_Start,1321,11,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Cooling,1362,11,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_CurrentControlled,1322,11,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Drive,1545,33.7,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_QuasiStatic,1441,15.5,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Start,1309,8.8,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_Temperature,1305,8.7,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCPM_withLosses,1414,17.8,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_SinglePhase,1332,11,ok
Modelica.Electrical.Machines.Examples.DCMachines.DCSE_Start,1316,11.1,ok
Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,1558,51.3,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Conveyor,1450,24.4,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DCBraking,1382,20,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_DOL,1462,26.8,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Initialize,1428,22.4,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Inverter,1423,22.2,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_InverterDrive,1723,55.9,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Steinmetz,1431,26.9,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_Transformer,1642,47.1,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YD,1502,33.9,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_YDarc,1560,46.8,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMC_withLosses,1477,24.5,ok
Modelica.Electrical.Machines.Examples.InductionMachines.IMS_Start,1601,44.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_DOL,1545,33.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Generator,1522,31.1,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_LoadDump,1565,40.2,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMEE_Rectifier,1541,35.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Braking,1529,28.9,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_CurrentSource,1514,24.4,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_Inverter,1476,22.2,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_NoLoad,1402,17.7,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_ResistiveBraking,1530,33.3,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMPM_VoltageSource,1550,31.1,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_DOL,1480,24.5,ok
Modelica.Electrical.Machines.Examples.SynchronousMachines.SMR_Inverter,1443,22.1,ok
Modelica.Electrical.Machines.Examples.Transformers.AsymmetricalLoad,1408,20.3,ok
Modelica.Electrical.Machines.Examples.Transformers.IMC_Transformer,1642,44.7,ok
Modelica.Electrical.Machines.Examples.Transformers.Rectifier12pulse,1558,47,ok
Modelica.Electrical.Machines.Examples.Transformers.Rectifier6pulse,1509,29,ok
Modelica.Electrical.Machines.Examples.Transformers.TransformerTestbench,1556,33.3,ok
Modelica.Electrical.Machines.Icons.Drive,1265,6.5,ok
Modelica.Electrical.Machines.Icons.FundamentalWaveMachine,1275,6.5,ok
Modelica.Electrical.Machines.Icons.Machine,1298,6.5,ok
Modelica.Electrical.Machines.Icons.QuasiStaticFundamentalWaveMachine,1257,6.5,ok
Modelica.Electrical.Machines.Icons.QuasiStaticMachine,1251,6.5,ok
Modelica.Electrical.Machines.Icons.QuasiStaticTransformer,1240,6.5,ok
Modelica.Electrical.Machines.Icons.TransientMachine,1273,6.5,ok
Modelica.Electrical.Machines.Icons.TransientTransformer,1283,6.6,ok
Modelica.Electrical.Machines.Interfaces.DCMachines.PartialThermalAmbientDCMachines,1264,6.5,ok
Modelica.Electrical.Machines.Interfaces.FlangeSupport,1257,6.5,ok
Modelica.Electrical.Machines.Interfaces.InductionMachines.PartialThermalAmbientInductionMachines,1256,6.5,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicDCMachine,1209,8.8,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicInductionMachine,1316,11,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicMachine,1209,6.5,ok
Modelica.Electrical.Machines.Interfaces.PartialBasicTransformer,1321,15.5,ok
Modelica.Electrical.Machines.Losses.DCMachines.Brush,1250,6.5,ok
Modelica.Electrical.Machines.Losses.DCMachines.Core,1279,6.5,ok
Modelica.Electrical.Machines.Losses.DCMachines.StrayLoad,1269,6.5,ok
Modelica.Electrical.Machines.Losses.Friction,1266,6.5,ok
Modelica.Electrical.Machines.Losses.InductionMachines.Brush,1258,6.5,ok
Modelica.Electrical.Machines.Losses.InductionMachines.Core,1263,6.5,ok
Modelica.Electrical.Machines.Losses.InductionMachines.PermanentMagnetLosses,1254,6.5,ok
Modelica.Electrical.Machines.Losses.InductionMachines.StrayLoad,1261,6.5,ok
Modelica.Electrical.Machines.Sensors.CurrentQuasiRMSSensor,1187,6.5,ok
Modelica.Electrical.Machines.Sensors.ElectricalPowerSensor,1269,6.5,ok
Modelica.Electrical.Machines.Sensors.HallSensor,1280,6.5,ok
Modelica.Electrical.Machines.Sensors.MechanicalPowerSensor,1258,6.5,ok
Modelica.Electrical.Machines.Sensors.RotorDisplacementAngle,1247,6.5,ok
Modelica.Electrical.Machines.Sensors.SinCosResolver,1261,6.5,ok
Modelica.Electrical.Machines.Sensors.VoltageQuasiRMSSensor,1202,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromPolar,1267,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.FromSpacePhasor,1263,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.LessThreshold,1254,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.QuasiRMS,1208,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.Rotator,1254,6.6,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToPolar,1257,6.6,ok
Modelica.Electrical.Machines.SpacePhasors.Blocks.ToSpacePhasor,1254,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Components.Rotator,1275,6.5,ok
Modelica.Electrical.Machines.SpacePhasors.Components.SpacePhasor,1255,6.5,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCCE,1299,6.5,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCEE,1259,6.5,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCPM,1253,6.5,ok
Modelica.Electrical.Machines.Thermal.DCMachines.ThermalAmbientDCSE,1280,6.5,ok
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMC,1264,6.5,ok
Modelica.Electrical.Machines.Thermal.InductionMachines.ThermalAmbientIMS,1238,6.5,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMEE,1254,6.5,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMPM,1265,6.5,ok
Modelica.Electrical.Machines.Thermal.SynchronousMachines.ThermalAmbientSMR,1269,6.5,ok
Modelica.Electrical.Machines.Thermal.ThermalAmbientTransformer,1276,6.6,ok
Modelica.Electrical.Machines.UsersGuide.Concept,1267,6.5,ok
Modelica.Electrical.Machines.UsersGuide.Contact,1296,6.5,ok
Modelica.Electrical.Machines.UsersGuide.Discrimination,1254,6.5,ok
Modelica.Electrical.Machines.UsersGuide.References,1270,6.5,ok
Modelica.Electrical.Machines.UsersGuide.ReleaseNotes,1277,6.5,ok
Modelica.Electrical.Machines.Utilities.Coupling,1310,6.5,ok
Modelica.Electrical.Machines.Utilities.DQCurrentController,1200,6.8,ok
Modelica.Electrical.Machines.Utilities.DQToThreePhase,1218,6.5,ok
Modelica.Electrical.Machines.Utilities.FromDQ,1243,6.5,ok
Modelica.Electrical.Machines.Utilities.MultiTerminalBox,1258,6.5,ok
Modelica.Electrical.Machines.Utilities.RampedRheostat,1186,8.8,ok
Modelica.Electrical.Machines.Utilities.SinCosEvaluation,1246,6.5,ok
Modelica.Electrical.Machines.Utilities.SwitchYD,1221,11,ok
Modelica.Electrical.Machines.Utilities.SwitchYDwithArc,1213,15.4,ok
Modelica.Electrical.Machines.Utilities.SwitchedRheostat,1208,11,ok
Modelica.Electrical.Machines.Utilities.TerminalBox,1179,6.6,ok
Modelica.Electrical.Machines.Utilities.ToDQ,1193,6.6,ok
Modelica.Electrical.Machines.Utilities.VfController,1267,6.6,ok
Modelica.Electrical.Polyphase.Basic.Capacitor,1197,6.6,ok
Modelica.Electrical.Polyphase.Basic.Conductor,1186,8.8,ok
Modelica.Electrical.Polyphase.Basic.Delta,1271,6.6,ok
Modelica.Electrical.Polyphase.Basic.Inductor,1207,6.5,ok
Modelica.Electrical.Polyphase.Basic.MultiDelta,1270,6.6,ok
Modelica.Electrical.Polyphase.Basic.MultiStar,1253,6.6,ok
Modelica.Electrical.Polyphase.Basic.MultiStarResistance,1187,6.8,ok
Modelica.Electrical.Polyphase.Basic.MutualInductor,1262,6.6,ok
Modelica.Electrical.Polyphase.Basic.PlugToPin_n,1266,6.6,ok
Modelica.Electrical.Polyphase.Basic.PlugToPin_p,1253,6.5,ok
Modelica.Electrical.Polyphase.Basic.PlugToPins_n,1257,6.5,ok
Modelica.Electrical.Polyphase.Basic.PlugToPins_p,1251,6.6,ok
Modelica.Electrical.Polyphase.Basic.Resistor,1193,8.8,ok
Modelica.Electrical.Polyphase.Basic.SaturatingInductor,1202,6.5,ok
Modelica.Electrical.Polyphase.Basic.SplitToSubsystems,1258,6.5,ok
Modelica.Electrical.Polyphase.Basic.Star,1264,6.6,ok
Modelica.Electrical.Polyphase.Basic.Transformer,1201,8.8,ok
Modelica.Electrical.Polyphase.Basic.VariableCapacitor,1214,6.5,ok
Modelica.Electrical.Polyphase.Basic.VariableConductor,1196,8.8,ok
Modelica.Electrical.Polyphase.Basic.VariableInductor,1201,6.5,ok
Modelica.Electrical.Polyphase.Basic.VariableResistor,1226,6.8,ok
Modelica.Electrical.Polyphase.Basic.ZeroInductor,1251,6.6,ok
Modelica.Electrical.Polyphase.Blocks.QuasiRMS,1269,6.5,ok
Modelica.Electrical.Polyphase.Examples.PolyphaseRectifier,1998,253.6,ok
Modelica.Electrical.Polyphase.Examples.Rectifier,1512,24.6,ok
Modelica.Electrical.Polyphase.Examples.TestSensors,1427,24.5,ok
Modelica.Electrical.Polyphase.Examples.TransformerYD,1354,15.8,ok
Modelica.Electrical.Polyphase.Examples.TransformerYY,1371,15.6,ok
Modelica.Electrical.Polyphase.Examples.Utilities.AnalysatorAC,1496,22.3,ok
Modelica.Electrical.Polyphase.Examples.Utilities.AnalysatorDC,1243,6.5,ok
Modelica.Electrical.Polyphase.Ideal.CloserWithArc,1287,8.8,ok
Modelica.Electrical.Polyphase.Ideal.IdealClosingSwitch,1228,6.5,ok
Modelica.Electrical.Polyphase.Ideal.IdealCommutingSwitch,1192,6.8,ok
Modelica.Electrical.Polyphase.Ideal.IdealDiode,1189,8.8,ok
Modelica.Electrical.Polyphase.Ideal.IdealGTOThyristor,1190,8.8,ok
Modelica.Electrical.Polyphase.Ideal.IdealIntermediateSwitch,1206,8.8,ok
